"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","TUR","Türkiye","2019","2019",0.68408,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MSR","Montserrat","2019","2019",,"a","Category not applicable"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","FJI","Fiji","2019","2019",1.90234,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","DEU","Germany","2019","2019",1.21451,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","STP","Sao Tome and Principe","2019","2019",0.79522,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MMR","Myanmar","2019","2019",0.72648,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","NLD","Netherlands","2019","2019",0.98701,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TCA","Turks and Caicos Islands","2019","2019",,"a","Category not applicable"
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","SVN","Slovenia","2019","2019",0.59184,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MDA","Republic of Moldova","2019","2019",0.3952,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","NZL","New Zealand","2019","2019",0.8691,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ATG","Antigua and Barbuda","2019","2019",0.67525,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ISR","Israel","2019","2019",1.88092,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","EGY","Egypt","2019","2019",0.83919,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MSR","Montserrat","2019","2019",1.99905,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2019","2019",1.00019,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MHL","Marshall Islands","2019","2019",5.11426,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MSR","Montserrat","2019","2019",0.62914,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CRI","Costa Rica","2019","2019",0.66899,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CHN","China","2019","2019",0.81277,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LUX","Luxembourg","2019","2019",0.84608,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CHL","Chile","2019","2019",0.30701,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ARE","United Arab Emirates","2019","2019",0.71069,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BMU","Bermuda","2019","2019",0.36825,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","KNA","Saint Kitts and Nevis","2019","2019",1.09612,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MHL","Marshall Islands","2019","2019",1.8336,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LCA","Saint Lucia","2019","2019",0.04705,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","UKR","Ukraine","2019","2019",1.20693,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","AGO","Angola","2019","2019",0.73609,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","FRA","France","2019","2019",1.16767,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","PHL","Philippines","2019","2019",0.05235,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","DMA","Dominica","2019","2019",0.99632,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MSR","Montserrat","2019","2019",0.58449,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","TKM","Turkmenistan","2019","2019",0.3613,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","NLD","Netherlands","2019","2019",1.05761,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","GRC","Greece","2019","2019",0.2627,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MAC","China, Macao Special Administrative Region","2019","2019",,"a","Category not applicable"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","ARE","United Arab Emirates","2019","2019",0.80475,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","EST","Estonia","2019","2019",0.46969,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MHL","Marshall Islands","2019","2019",1.85897,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","CHE","Switzerland","2019","2019",0.48826,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","KNA","Saint Kitts and Nevis","2019","2019",0.64978,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","KGZ","Kyrgyzstan","2019","2019",0.18787,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","EGY","Egypt","2019","2019",0.56798,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MHL","Marshall Islands","2019","2019",0.19076,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MSR","Montserrat","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","ARE","United Arab Emirates","2019","2019",0.69187,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MHL","Marshall Islands","2019","2019",2.02436,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ARE","United Arab Emirates","2019","2019",1.49662,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","NZL","New Zealand","2019","2019",0.32893,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BIH","Bosnia and Herzegovina","2019","2019",0.80672,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CYM","Cayman Islands","2019","2019",0.5652,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","CYM","Cayman Islands","2019","2019",0.35776,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BIH","Bosnia and Herzegovina","2019","2019",0.99295,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CYM","Cayman Islands","2019","2019",0.43969,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CYM","Cayman Islands","2019","2019",0.08193,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","AZE","Azerbaijan","2019","2019",1.62247,"+","National Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","AZE","Azerbaijan","2019","2019",0.65207,"+","National Estimation"
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","AZE","Azerbaijan","2019","2019",1.2496,"+","National Estimation"
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","DNK","Denmark","2019","2019",0.44493,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","UZB","Uzbekistan","2019","2019",0.99761,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UZB","Uzbekistan","2019","2019",0.24347,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","VUT","Vanuatu","2019","2019",,"a","Category not applicable"
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","SWE","Sweden","2019","2019",0.58818,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","SRB","Serbia","2019","2019",0.60598,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","AZE","Azerbaijan","2019","2019",0.37286,"+","National Estimation"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TKM","Turkmenistan","2019","2019",0.05047,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","BOL","Bolivia (Plurinational State of)","2019","2019",1.54745,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","BOL","Bolivia (Plurinational State of)","2019","2019",3.33262,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","UZB","Uzbekistan","2019","2019",0.43776,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BOL","Bolivia (Plurinational State of)","2019","2019",,"a","Category not applicable"
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","BOL","Bolivia (Plurinational State of)","2019","2019",1.54745,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BOL","Bolivia (Plurinational State of)","2019","2019",1.8628,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","PAK","Pakistan","2019","2019",0.29569,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","BOL","Bolivia (Plurinational State of)","2019","2019",0.8913,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BOL","Bolivia (Plurinational State of)","2019","2019",0.40036,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BOL","Bolivia (Plurinational State of)","2019","2019",2.43875,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PAK","Pakistan","2019","2019",0.34436,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","UZB","Uzbekistan","2019","2019",3.65995,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CYM","Cayman Islands","2019","2019",0.1167,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","KGZ","Kyrgyzstan","2019","2019",3.22675,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BIH","Bosnia and Herzegovina","2019","2019",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","PAK","Pakistan","2019","2019",,"n","Magnitude nil or negligible"
